movie_title,content_rating,content_rating_id,genres,genres_encoded,runtime,original_release_date,tomatometer_status,tomatometer_rating,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
The Gambler,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",111.0,2014-12-25,Rotten,43.0,40,61,80
The Game Plan,PG,1,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",110.0,2007-09-28,Rotten,28.0,30,29,73
The Gang's All Here,NR,5,"Musical & Performing Arts, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",103.0,1943-12-24,Fresh,100.0,3,8,0
"The Gangster, the Cop, the Devil",NR,5,"Action & Adventure, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",110.0,2019-06-07,Fresh,97.0,7,32,1
The Garden,PG-13,2,"Drama, Special Interest","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",95.0,2019-05-28,Fresh,100.0,2,6,0
The Garden Left Behind,NR,5,"Drama, Gay & Lesbian","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,2020-08-28,Fresh,92.0,3,59,5
Hemingway's Garden of Eden,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",111.0,2010-12-10,Rotten,4.0,7,1,22
The Garden of the Finzi-Continis (Il Giardino dei Finzi-Contini),R,3,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,1971-12-16,Fresh,100.0,3,13,0
The Gardener,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,2018-03-28,Fresh,75.0,4,6,2
The Gatekeeper,R,3,"Action & Adventure, Drama, Horror, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",108.0,2001-01-01,Rotten,52.0,10,11,10
The Gatekeepers,PG-13,2,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",96.0,2013-02-01,Certified-Fresh,94.0,35,104,7
The Gentlemen,R,3,"Action & Adventure, Comedy","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",113.0,2020-01-24,Certified-Fresh,75.0,43,194,65
The German Doctor,PG-13,2,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",93.0,2014-04-25,Certified-Fresh,75.0,23,47,16
The Ghost and Mr. Chicken,G,0,"Classics, Comedy, Kids & Family, Mystery & Suspense","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",90.0,1966-01-20,Fresh,67.0,0,4,2
The Ghost of Peter Sellers,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,2020-05-22,Certified-Fresh,95.0,9,40,2
The Giant Behemoth,NR,5,"Classics, Drama, Horror, Science Fiction & Fantasy","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",80.0,1959-03-03,Rotten,20.0,0,1,4
The Giant Mechanical Man,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94.0,2012-04-27,Fresh,70.0,9,16,7
The Gift,R,3,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",108.0,2015-08-07,Certified-Fresh,91.0,37,177,17
The Girl,PG-13,2,"Drama, Horror","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,2013-03-08,Rotten,53.0,9,10,9
The Girl from the Naked Eye,R,3,"Action & Adventure, Drama, Mystery & Suspense, Romance","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",84.0,2012-06-15,Rotten,40.0,7,6,9
The Girl in the Book,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,2015-12-11,Fresh,92.0,10,12,1
The Girl In The Photographs,R,3,"Horror, Mystery & Suspense, Special Interest","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",95.0,2016-04-01,Rotten,18.0,8,4,18
The Girl in the Spider's Web,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",117.0,2018-11-09,Rotten,39.0,44,91,145
The Girl Is In Trouble,NR,5,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",94.0,2015-04-03,Rotten,57.0,6,8,6
The Girl King,NR,5,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",106.0,2015-12-04,Rotten,42.0,6,8,11
The Girl on the Train,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",112.0,2016-10-07,Rotten,44.0,57,134,170
The Girl,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91.0,2012-10-20,Fresh,70.0,26,31,13
The Girl Who Kicked the Hornet's Nest,R,3,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",146.0,2010-10-29,Rotten,54.0,37,73,61
The Girl Who Leapt Through Time,NR,5,"Action & Adventure, Animation, Art House & International, Kids & Family","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",98.0,2007-03-03,Fresh,83.0,8,15,3
The Girl With All the Gifts,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",111.0,2017-02-24,Certified-Fresh,86.0,18,108,18
The Girl with the Dragon Tattoo,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",158.0,2011-12-20,Certified-Fresh,86.0,50,215,34
The Girl with the Dragon Tattoo,R,3,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",152.0,2009-02-27,Certified-Fresh,85.0,48,162,28
The Girls in the Band,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",81.0,2013-05-10,Fresh,100.0,6,10,0
The Giver,PG-13,2,"Drama, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",97.0,2014-08-15,Rotten,35.0,42,58,109
The Glass Bottom Boat,NR,5,"Action & Adventure, Classics, Comedy, Drama, Musical & Performing Arts, Mystery & Suspense","[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",110.0,1966-06-09,Rotten,57.0,0,4,3
The Glass Castle,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127.0,2017-08-11,Rotten,52.0,43,85,79
The Glass Shield,PG-13,2,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108.0,1994-12-31,Fresh,65.0,8,15,8
The Gleaners and I,NR,5,"Art House & International, Documentary, Drama, Special Interest","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",82.0,2001-04-06,Certified-Fresh,93.0,13,40,3
The Go-Getter,R,3,"Art House & International, Comedy, Drama, Romance","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",93.0,2008-06-06,Rotten,42.0,12,10,14
The Goebbels Experiment,NR,5,"Art House & International, Documentary, Special Interest","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",107.0,2005-08-12,Fresh,95.0,6,18,1
The Gold Rush,G,0,"Classics, Comedy","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",82.0,1925-06-26,Certified-Fresh,100.0,10,50,0
The Golden Dream (La Jaula De Oro),NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2015-09-04,Fresh,89.0,15,32,4
The Golem,NR,5,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,2019-02-01,Fresh,86.0,2,24,4
The Good Catholic,PG-13,2,"Comedy, Drama, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",96.0,2017-09-08,Rotten,46.0,4,6,7
The Good Dinosaur,PG,1,"Action & Adventure, Animation, Comedy, Kids & Family","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,2015-11-25,Certified-Fresh,76.0,40,163,52
The Good Doctor,PG-13,2,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",93.0,2012-08-31,Fresh,66.0,11,19,10
The Good Lie,PG-13,2,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",109.0,2014-10-03,Certified-Fresh,88.0,30,77,11
The Good Neighbor,NR,5,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",97.0,2016-09-16,Rotten,29.0,3,4,10
"The Good, the Bad and the Ugly",R,3,Western,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",161.0,1966-12-23,Certified-Fresh,97.0,15,72,2
"The Good, the Bad, the Weird (Joheun-nom, Nabbeun-nom, Isanghan-nom)",R,3,"Action & Adventure, Art House & International, Western","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",127.0,2010-04-23,Certified-Fresh,82.0,20,54,12
The Gospel of John,PG-13,2,"Classics, Drama","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",180.0,2003-09-11,Rotten,37.0,17,18,31
The Grace Card,PG-13,2,"Drama, Faith & Spirituality","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101.0,2011-02-25,Rotten,36.0,14,10,18
The Grace of Jake,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,2017-02-03,Fresh,80.0,3,4,1
The Gracefield Incident,PG-13,2,"Action & Adventure, Drama, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",89.0,2017-07-21,Rotten,10.0,3,1,9
The Grand Budapest Hotel,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99.0,2014-03-07,Certified-Fresh,91.0,64,280,26
The Grand Seduction,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",115.0,2014-05-30,Rotten,59.0,24,41,28
The Grandmaster,PG-13,2,"Action & Adventure, Art House & International, Drama, Special Interest","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",130.0,2013-08-23,Certified-Fresh,78.0,42,108,30
The Great Alaskan Race,PG,1,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74.0,2019-10-25,Rotten,20.0,4,2,8
The Great Beauty,NR,5,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",142.0,2013-11-15,Certified-Fresh,91.0,34,120,12
The Great Buddha+,NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",104.0,2018-11-23,Fresh,89.0,5,16,2
The Great Buster: A Celebration,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2018-10-05,Certified-Fresh,94.0,13,44,3
The Great Escape,NR,5,"Action & Adventure, Classics, Drama","[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",172.0,1963-07-04,Certified-Fresh,94.0,7,45,3
The Great Flood,NR,5,"Documentary, Musical & Performing Arts, Special Interest, Faith & Spirituality","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",76.0,2014-01-08,Fresh,93.0,6,14,1
The Great Gatsby,PG-13,2,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",142.0,2013-05-10,Rotten,48.0,57,143,155
The Great Gilly Hopkins,PG,1,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",97.0,2016-10-07,Fresh,65.0,8,11,6
The Great Hack,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",135.0,2019-07-24,Certified-Fresh,87.0,21,45,7
The Great Museum,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",94.0,2015-04-24,Fresh,67.0,5,10,5
The Great Silence (Il grande silenzio),NR,5,"Art House & International, Drama, Western","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",105.0,1968-01-01,Fresh,100.0,3,12,0
The Great Train Robbery,PG,1,"Action & Adventure, Comedy, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",111.0,1979-02-02,Fresh,73.0,4,19,7
The Great Wall,PG-13,2,"Action & Adventure, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",104.0,2017-02-17,Rotten,36.0,46,83,149
The Great War,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",110.0,2019-12-13,Rotten,17.0,4,1,5
The Greatest Showman,PG,1,"Drama, Musical & Performing Arts","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",105.0,2017-12-20,Rotten,56.0,48,148,114
The Green Butchers,R,3,"Art House & International, Comedy, Drama","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,2004-04-03,Fresh,63.0,13,17,10
The Green Inferno,R,3,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",100.0,2015-09-25,Rotten,38.0,23,37,61
The Green Prince,PG-13,2,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",95.0,2014-09-12,Certified-Fresh,77.0,23,40,12
The Greening Of Whitney Brown,PG,1,"Action & Adventure, Drama, Kids & Family","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",87.0,2011-11-11,Rotten,13.0,10,2,13
The Grey,R,3,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",117.0,2012-01-27,Certified-Fresh,79.0,45,164,44
The Grey Zone,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108.0,2002-10-25,Fresh,69.0,27,59,26
The Grief of Others,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103.0,2018-11-02,Fresh,92.0,6,11,1
Dark Tourist,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",80.0,2013-08-23,Rotten,33.0,5,3,6
The Grinch,PG,1,"Animation, Kids & Family, Science Fiction & Fantasy","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",86.0,2018-11-09,Fresh,60.0,29,114,76
The Ground Truth,R,3,"Documentary, Drama, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",72.0,2006-09-15,Certified-Fresh,88.0,16,42,6
The Grudge,PG-13,2,"Drama, Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",90.0,2004-10-22,Rotten,40.0,35,64,98
The Grudge,R,3,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94.0,2020-01-03,Rotten,20.0,20,25,98
The Guard,R,3,"Comedy, Mystery & Suspense","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",95.0,2011-07-29,Certified-Fresh,94.0,39,129,8
The Guardian,PG-13,2,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",139.0,2006-09-29,Rotten,37.0,40,55,95
The Guardians (Les Gardiennes),R,3,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",135.0,2018-05-04,Certified-Fresh,93.0,19,56,4
The Guernsey Literary and Potato Peel Pie Society,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",124.0,2018-04-20,Certified-Fresh,80.0,13,57,14
The Guest,R,3,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",99.0,2014-09-17,Certified-Fresh,91.0,34,105,10
The Guillotines,R,3,"Action & Adventure, Art House & International, Drama","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",112.0,2013-06-14,Rotten,14.0,7,2,12
The Guilt Trip,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,2012-12-19,Rotten,37.0,37,47,81
The Guilty (Den skyldige),R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",85.0,2018-10-19,Certified-Fresh,97.0,24,114,3
The Gunman,R,3,Action & Adventure,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",115.0,2015-03-20,Rotten,16.0,47,29,149
The Hallow (The Woods),NR,5,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",97.0,2015-11-06,Fresh,70.0,15,42,18
The Hand that Rocks the Cradle,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",110.0,1992-01-10,Fresh,63.0,14,30,18
The Handmaiden (Ah-ga-ssi),NR,5,"Art House & International, Drama, Romance","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",144.0,2016-10-21,Certified-Fresh,95.0,40,202,10
The Hanging Garden,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91.0,1998-05-15,Fresh,94.0,4,15,1
The Hangover Part II,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2011-05-26,Rotten,33.0,56,82,165
The Hangover Part III,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,2013-05-23,Rotten,20.0,43,41,164
The Happy House,NR,5,"Comedy, Horror","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",80.0,2013-05-03,Fresh,60.0,2,3,2
The Happy Poet,NR,5,"Comedy, Drama, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",85.0,2013-03-22,Fresh,73.0,4,8,3
The Happy Prince,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105.0,2018-10-10,Fresh,72.0,30,98,39
The Happy Sad,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",87.0,2013-08-16,Fresh,71.0,8,10,4
The Happytime Murders,R,3,"Action & Adventure, Comedy","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91.0,2018-08-24,Rotten,23.0,44,57,187
The Harmonists,R,3,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",115.0,1999-02-13,Fresh,81.0,11,30,7
The Harvest,NR,5,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",104.0,2015-04-24,Fresh,72.0,4,18,7
The Hate U Give,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",133.0,2018-10-19,Certified-Fresh,97.0,40,213,7
The Hateful Eight,R,3,Western,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",168.0,2015-12-30,Certified-Fresh,75.0,55,248,85
The Haunting in Connecticut 2: Ghosts of Georgia,R,3,"Drama, Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",101.0,2013-02-01,Rotten,19.0,6,3,13
The Unspoken,NR,5,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",91.0,2016-10-28,Rotten,9.0,4,1,10
The Haunting of Sharon Tate,R,3,"Drama, Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",94.0,2019-04-05,Rotten,19.0,6,6,26
The Hawks and the Sparrows (Uccellacci e uccellini),NR,5,"Art House & International, Comedy","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,1965-01-01,Fresh,77.0,4,10,3
The Head Hunter,NR,5,"Horror, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",72.0,2019-04-05,Fresh,100.0,1,14,0
The Healer,NR,5,"Art House & International, Comedy, Drama, Kids & Family","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",103.0,2018-09-28,Rotten,17.0,1,1,5
The Heart Machine,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",85.0,2014-10-24,Fresh,95.0,7,20,1
